Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"You Say","Lauren Daigle","Look Up Child","My playlist :)","Playlist","US8391800158","6Up545NUflOiXo8cEraH49"
"SUGAR","BROCKHAMPTON","GINGER","My playlist :)","Playlist","USRC11901564","6U0FIYXCQ3TGrk4tFpLrEA"
"Hatchback","Cochise","Hatchback","My playlist :)","Playlist","USSM12004141","12hVQgYR254ZziANtiKVWQ"
"I'm Looking for Mrs. Bubblegum","Memetown","I'm Looking for Mrs. Bubblegum","My playlist :)","Playlist","QZFYX2047007","2Ig6EC6LqaRHXcHZrCzzi3"
"Addison Rae","The Kid LAROI","Addison Rae","My playlist :)","Playlist","USSM12001630","2ImaJZH7XqxrzbQZpYDmol"
"RICH BOY","payton","RICH BOY","My playlist :)","Playlist","GBKPL2174685","56rLW4cKE1A6ckp48OPhQS"
"West Ten","AJ Tracey","West Ten","My playlist :)","Playlist","UKQNW2000003","33EGYJLLwz56YIP5Ex9VKs"
"Party Girl","StaySolidRocky","Party Girl","My playlist :)","Playlist","USSM12002247","5RqR4ZCCKJDcBLIn4sih9l"
"Laffy Taffy","D4L","Down for Life","My playlist :)","Playlist","USEA20520540","2ajhenDRiiAnCHHjsIOHhJ"
"My Heart Went Oops","Tiagz","My Heart Went Oops","My playlist :)","Playlist","QZFYZ2088660","3Nhfs2Cx7z2JWHetYkzSfO"
"Blueberry Faygo","Lil Mosey","Blueberry Faygo","My playlist :)","Playlist","USUM72001714","6wJYhPfqk3KGhHRG76WzOh"
"Roses - Imanbek Remix","SAINt JHN","Roses (Imanbek Remix)","My playlist :)","Playlist","RUB421901499","24Yi9hE78yPEbZ4kxyoXAI"
"They Call Me Tiago (Her Name Is Margo)","Tiagz","They Call Me Tiago (Her Name Is Margo)","My playlist :)","Playlist","QZFZ52038008","1UxYmRBBJMMuzYcK9miSYs"
"Party Girl","StaySolidRocky","Fallin'","My playlist :)","Playlist","USSM12002247","3IJYUaN3tx04S4TYyZHKoP"
"Wrap Me In Plastic - Marcus Layton Radio Edit","CHROMANCE","Wrap Me In Plastic (Marcus Layton Radio Edit)","My playlist :)","Playlist","DEE861904185","3n2P3ipLt5mPFVaM0fJHNR"
"Take It Off","Kesha","Animal (Expanded Edition)","My playlist :)","Playlist","USRC10900736","0WCiI0ddWiu5F2kSHgfw5S"
"Rhythm Thief but Cursed","Headass","Rhythm Thief but Cursed","My playlist :)","Playlist","TCAEW2040209","78HutMlGCBJUIv6ckenQxV"
"Lets Link","WhoHeem","Lets Link","My playlist :)","Playlist","QMGR32142379","5ruI0qfmxe4gNm1cWILqTw"
"Lemonade","Internet Money","Lemonade (feat. Gunna, Don Toliver & NAV)","My playlist :)","Playlist","QZJ842000368","02kDW379Yfd5PzW5A6vuGt"
"Take Your Man","Mahogany Lox","Take Your Man","My playlist :)","Playlist","QZHN71992267","1CF5kzz5XDBAL24wtVyyTJ"
"ROXANNE","Arizona Zervas","ROXANNE","My playlist :)","Playlist","USSM11914320","696DnlkuDOXcMAnKlTgXXK"
"Kraazy","Likybo","Million Dollar Mindset","My playlist :)","Playlist","USUYG1149392","3s2Qd1rsWqbvOoxpFTRp8D"
"Yellow Hearts","Ant Saunders","Yellow Hearts","My playlist :)","Playlist","QZFYY1901760","2W4yABdLc4Jnds67Poi5Nl"
"STUPID (feat. Yung Baby Tate)","Ashnikko","Hi, It's Me","My playlist :)","Playlist","GBAYE1900593","6qNB2ChCVPepl5ZjVJJTUW"
"Runway","Stunna Girl","Runway","My playlist :)","Playlist","QM24S1904878","0JShMW8o2VY5Ea9xNuNgdv"
"Supalonely","BENEE","STELLA & STEVE","My playlist :)","Playlist","USUM71922597","4nK5YrxbMGZstTLbvj6Gxw"
"Savage","Megan Thee Stallion","Suga","My playlist :)","Playlist","QMCE32000097","55CHeLEfn5iJ0IIkgaa4si"
"Buff Baby","tobi lou","tobi lou and the Loop","My playlist :)","Playlist","USUYG1194990","1F1QmI8TMHir9SUFrooq5F"
"Cannibal","Kesha","Cannibal (Expanded Edition)","My playlist :)","Playlist","USRC11000876","3JTMWdhcJPiegDSe7SvZS3"
"Falling","Trevor Daniel","Nicotine","My playlist :)","Playlist","USUYG1221109","2rRJrJEo19S2J82BDsQ3F7"
"Vibe (If I Back It Up)","Cookiee Kawaii","Vibe (If I Back It Up)","My playlist :)","Playlist","QZDA61980898","4gOgQTv9RYYFZ1uQNnlk3q"
"Good Morning","Mak Sauce","Good Morning","My playlist :)","Playlist","TCAEH1945402","3YgeIbA0dOVSOClZKUUxzz"
"OUT WEST (feat. Young Thug)","JACKBOYS","JACKBOYS","My playlist :)","Playlist","USSM11914988","6gi6y1xwmVszDWkUqab1qw"
"GOODMORNINGTOKYO!","TOKYO’S REVENGE","GOODMORNINGTOKYO!","My playlist :)","Playlist","USLD91721611","0Q2n5yzl2XRqYbV77tZNYp"
"TOES (feat. Lil Baby & Moneybagg Yo)","DaBaby","KIRK","My playlist :)","Playlist","USUM71919280","2FvD20Z8aoWIePi7PoN8sG"
"Walked In","Ultradiox","Orichalcos","My playlist :)","Playlist","usl4q1969392","1tRlGMHsf21FDo6pja27YN"
"After Party","Don Toliver","Heaven Or Hell","My playlist :)","Playlist","USAT22001223","527k23H0A4Q0UJN3vGs0Da"
"Cyber Sex","Doja Cat","Hot Pink","My playlist :)","Playlist","USRC11902809","1ghvzmzpx2nnrbx7wtpMgo"
"Shake Dat (Come Here Girl)","Loui","Shake Dat (Come Here Girl)","My playlist :)","Playlist","USLD91721477","2fKZULiP4m5QmgHT1jaVwV"
"Psycho!","MASN","How To Kill A Rockstar","My playlist :)","Playlist","QZ8LD1935165","56fkAaSu91c1E2k43wGPFC"
"Lalala","Y2K","Lalala","My playlist :)","Playlist","USSM11904230","51Fjme0JiitpyXKuyQiCDo"
"Boys Ain't Shit","SAYGRACE","Boys Ain't Shit","My playlist :)","Playlist","USRC11901552","6vzLbfskWigBsCzNdB0kfE"
"VIBEZ","DaBaby","KIRK","My playlist :)","Playlist","USUM71919281","0fySG6A6qLE8IvDpayb5bM"
"Bussin","Tay Money","Hurricane Tay","My playlist :)","Playlist","CA5KR1975616","2OBot5OpoT4deri6VkYCyW"
"Captain Hook","Megan Thee Stallion","Suga","My playlist :)","Playlist","QMCE32000098","1E3VQQWFQAPJkXfYHjqWoI"
"Y U Gotta B Like That","Audrey Mika","Y U Gotta B Like That","My playlist :)","Playlist","QM24S1919807","45StvejYUdIsyUwqdZ7iJM"
"You're a Jerk","New Boyz","Skinny Jeanz and a Mic","My playlist :)","Playlist","USEA20900194","7hZPBVT3M6UQv1eBkkTXfh"
"Crystal Dolphin","Engelwood","Crust Fm","My playlist :)","Playlist","TCADK1700752","6kx8Hf1Udk4V0Ivq6zpoyG"
"Lottery (Renegade)","K CAMP","Wayy 2 Kritical","My playlist :)","Playlist","USUYG1247701","4dZTZbmJBCCofAExHwefda"
"Yummy","Justin Bieber","Changes","My playlist :)","Playlist","USUM71923046","16wAOAZ2OkqoIDN7TpChjR"
"FML","Arizona Zervas","Living Facts","My playlist :)","Playlist","USSM11914459","6lruHh1jF7ezgbLv72xYmf"
"Love Songs - Bonus","Kaash Paige","Parked Car Convos","My playlist :)","Playlist","QZES71881447","6qL5UWxRSQYml9O99ozoLv"
"Dusk Till Dawn (feat. Sia) - Radio Edit","ZAYN","Dusk Till Dawn (feat. Sia) [Radio Edit]","My playlist :)","Playlist","USRC11702155","1j4kHkkpqZRBwE0A4CN4Yv"
"Hopelessly Devoted To You - From “Grease”","Olivia Newton-John","Grease (The Original Motion Picture Soundtrack)","My playlist :)","Playlist","NLF057890003","5BUq9bdtsm3LWw5laJeJ4R"
"Home","Edith Whiskers","Home","My playlist :)","Playlist","GBVHN2000009","2qPSa6HXjzwa9sLhNGpA1T"
"Changes - Radio Mix","Faul & Wad","Changes","My playlist :)","Playlist","DEQ321300419","2SdMEke7JCBEo8t60iyw2r"
"Till Forever Falls Apart","Ashe","Ashlyn","My playlist :)","Playlist","USQE92100007","4x5YzxjrF9wvIIXJV7TveC"
"Murder on My Mind","YNW Melly","I AM YOU","My playlist :)","Playlist","QMCE31801827","7eBqSVxrzQZtK2mmgRG6lC"
"Chop Chop Slide","Insane Clown Posse","Bang! Pow! Boom! Nuclear","My playlist :)","Playlist","US2X61000976","2Msuiqt9sZojSKLVZcJp1l"
"If I Ain't Got You","Alicia Keys","The Diary Of Alicia Keys","My playlist :)","Playlist","USJAY0300452","3XVBdLihbNbxUwZosxcGuJ"
"Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick","Prayer In C","My playlist :)","Playlist","DEA621400537","7icHQ0UDRFe98tfvI0yyhL"
"3 Nights","Dominic Fike","Don't Forget About Me, Demos","My playlist :)","Playlist","USQX91802455","0uI7yAKUf52Cn7y3sYyjiX"
"Kiss Me Thru The Phone","Soulja Boy","iSouljaBoyTellem","My playlist :)","Playlist","USUM70848200","2q4rjDy9WhaN3o9MvDbO21"
"Crank That (Soulja Boy)","Soulja Boy","souljaboytellem.com","My playlist :)","Playlist","USUM70742048","66TRwr5uJwPt15mfFkzhbi"
"24/5","Mimi Webb","Seven Shades of Heartbreak","My playlist :)","Playlist","USSM12106436","6rbusyA3DqbX30SLn7aofn"
"Let's Get It On","Marvin Gaye","Let's Get It On (Deluxe Edition)","My playlist :)","Playlist","USMO17300037","39l1UORIhuHvUWfxG53tRZ"
"Marvin Gaye (feat. Meghan Trainor)","Charlie Puth","Nine Track Mind","My playlist :)","Playlist","USAT21500254","3MWGlCKyH4nILtXRnE9gd7"
"It's Raining Men","The Weather Girls","Success","My playlist :)","Playlist","USSM18200382","2IvetNzSZMH5gwjInoyr18"
"Raining Tacos","Parry Gripp","Parry Gripp Mega-Party (2008 - 2012)","My playlist :)","Playlist","TCABL1347463","01apQz7E72krU1k1b4VWs7"
"These Boots Are Made For Walkin'","Nancy Sinatra","Boots","My playlist :)","Playlist","USASE0500005","2nwCO1PqpvyoFIvq3Vrj8N"
"DNA.","Kendrick Lamar","DAMN.","My playlist :)","Playlist","USUM71703079","6HZILIRieu8S0iqY8kIKhj"
"Hayloft","Mother Mother","O My Heart","My playlist :)","Playlist","CAL450882108","2kS6td1yvmpNgZTt1q5pQq"
"Mount Everest","Labrinth","Mount Everest","My playlist :)","Playlist","GBHMU1800032","18wCJcoFmXZ0jfrFhF6cYS"
"Blank Space","Taylor Swift","1989 (Deluxe)","My playlist :)","Playlist","USCJY1431309","1u8c2t2Cy7UBoG4ArRcF5g"
"Shut Up And Drive","Rihanna","Good Girl Gone Bad: Reloaded","My playlist :)","Playlist","USUM70734703","7AQjiRtIpr33P8UT98iveh"
"Maneater","Nelly Furtado","Loose","My playlist :)","Playlist","USUM70601449","4wH4dJgrsxONID6KS2tDQM"
"Judas","Lady Gaga","Born This Way (International Special Edition Version)","My playlist :)","Playlist","USUM71104998","7F25roCtYi55JouckaayPC"
"Freak","Doja Cat","Freak","My playlist :)","Playlist","USRC12002580","3aA6xB0tOilDDX17fIJ0Bl"
"High Enough","K.Flay","Every Where Is Some Where","My playlist :)","Playlist","USUM71701789","1D9HQactbJoUudf9B119Y5"
"Collard Greens","ScHoolboy Q","Oxymoron (Deluxe)","My playlist :)","Playlist","USUM71307354","0zO8ctW0UiuOefR87OeJOZ"
"Look What You Made Me Do","Taylor Swift","reputation","My playlist :)","Playlist","USCJY1750000","1P17dC1amhFzptugyAO7Il"
"KISS THE RAGE","2YNG SAI","Deluxe","My playlist :)","Playlist","QZNMW2147750","0YJxMzCKywtZjWUkWnf5p6"
"Bubblegum Bitch","MARINA","Electra Heart (Deluxe)","My playlist :)","Playlist","GBFFS1200008","0ZFBKLOZLIM16RAUb5eomN"
"Super Freak","Rick James","Street Songs (Deluxe Edition)","My playlist :)","Playlist","USMO18100048","2dCmGcEOQrMQhMMS8Vj7Ca"
"Poison","Bell Biv DeVoe","Poison","My playlist :)","Playlist","USMC19031167","6m59VvDUi0UQsB2eZ9wVbH"
"Bang Bang Bang Bang","Sohodolls","Ribbed Music For The Numb Generation","My playlist :)","Playlist","GBHGV0700025","2qLSXZuIHMsKydCEFDchc3"
"...Ready For It?","Taylor Swift","reputation","My playlist :)","Playlist","USCJY1750003","2yLa0QULdQr0qAIvVwN6B5"
"Little Dark Age","MGMT","Little Dark Age","My playlist :)","Playlist","USSM11707035","2Y0iGXY6m6immVb2ktbseM"
"Dangerous","Kardinal Offishall","Not 4 Sale","My playlist :)","Playlist","USUM70830921","4NOZ35Dhucr6UlVyLOtktd"
"Gangsta's Paradise","Coolio","Gangsta's Paradise","My playlist :)","Playlist","USTB10400128","7lQWRAjyhTpCWFC0jmclT4"
"Killer Queen - Remastered 2011","Queen","Sheer Heart Attack (Deluxe Remastered Version)","My playlist :)","Playlist","GBUM71029606","7GqWnsKhMtEW0nzki5o0d8"
"My Ordinary Life","The Living Tombstone","My Ordinary Life","My playlist :)","Playlist","QZANL1777908","6tMdpUXfT70TD6Eh3XfB1p"
"Feeling Good","Michael Bublé","It's Time","My playlist :)","Playlist","USRE10401889","3I09LQbHS3NSU46Ly3tPpR"
"Criminal","Britney Spears","Femme Fatale (Deluxe Version)","My playlist :)","Playlist","USJI11100103","6T689Jvh5KrSXyaPtUWZtQ"
"you should see me in a crown","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","My playlist :)","Playlist","USUM71810049","3XF5xLJHOQQRbWya6hBp7d"
"Supermassive Black Hole","Muse","Black Holes and Revelations","My playlist :)","Playlist","GBAHT0500593","3lPr8ghNDBLc2uZovNyLs9"
"Poker Face","Lady Gaga","The Fame","My playlist :)","Playlist","USUM70824409","1QV6tiMFM6fSOKOGLMHYYg"
"Go Fuck Yourself","Two Feet","First Steps","My playlist :)","Playlist","DEVF11600016","4NZrZgrRoR4GwR7flWOXRI"
"Immigrant Song - 1990 Remaster","Led Zeppelin","Led Zeppelin III (1994 Remaster)","My playlist :)","Playlist","USAT29900609","6kjlvJLh2DBsSQtqVzFh8I"
"Voulez-Vous","ABBA","Voulez-Vous","My playlist :)","Playlist","SEAYD7901020","17OqI90oTFZ3J8PVu6j07V"
"The James Bond Theme (From ""Dr. No"")","John Barry","The Music Of John Barry","My playlist :)","Playlist","GBBBN6600001","589AelScFm0FYQ4VG1biJi"
"Mission Impossible","Mission Impossible","Mission Impossible","My playlist :)","Playlist","GBGVZ0710577","3Kf0ZYgeknOzJFxK4krGhk"
"Licence To Kill","Gladys Knight","Licence To Kill (Soundtrack)","My playlist :)","Playlist","USMC18928828","1Uncju2gBQddr8FLkKLSIG"
"You Only Live Twice","Nancy Sinatra","Nancy In London","My playlist :)","Playlist","USASE0510255","7e3RGqZ2FkFmcInDdgfJze"
"Thunderball (Main Title) - Remastered 2003","Tom Jones","Thunderball (Original Motion Picture Soundtrack / Remastered 2003)","My playlist :)","Playlist","USMG20200064","4LU5jR2Vmj0lZiA8tHXIia"
"The Man With the Golden Gun","Lulu","The Best of Bond...James Bond","My playlist :)","Playlist","USMG27400001","242Whac72fwXP3u5ZalJcW"
"All For Us - from the HBO Original Series Euphoria","Labrinth","All For Us (from the HBO Original Series Euphoria)","My playlist :)","Playlist","USUG11902729","10hMM5nsZQf66ldBlgWBfG"
"Forever (From ""Euphoria: Season 1"" Soundtrack)","Labrinth","Euphoria (Original Score from the HBO Series)","My playlist :)","Playlist","USQX91902499","6potEImiklXkwD9qFzpu15"
"Before You Go","Lewis Capaldi","Divinely Uninspired To A Hellish Extent (Extended Edition)","My playlist :)","Playlist","DEUM71905868","2gMXnyrvIjhVBUZwvLZDMP"
"Get Low","Lil Jon & The East Side Boyz","Kings Of Crunk","My playlist :)","Playlist","USTV10200084","0r2Bul2NuCViraT2zX1l5j"
"S&M","Rihanna","Loud","My playlist :)","Playlist","USUM71026591","7ySUcLPVX7KudhnmNcgY2D"
"Only Girl (In The World)","Rihanna","Loud","My playlist :)","Playlist","USUM71023200","2ENexcMEMsYk0rVJigVD3i"
"What's My Name?","Rihanna","Loud","My playlist :)","Playlist","USUM71025031","6DkXLzBQT7cwXmTyzAB1DJ"
"It's The End Of The World As We Know It (And I Feel Fine)","R.E.M.","Document (R.E.M. No. 5)","My playlist :)","Playlist","USIR38700037","2oSpQ7QtIKTNFfA08Cy0ku"
"No Love","Eminem","Recovery","My playlist :)","Playlist","USUM71015393","7bHT9osSq1rwT2yaImzqCi"
"Good Time","Owl City","Good Time","My playlist :)","Playlist","USUM71206288","2jR5kaTWvyyWENtAlPxLNi"
"She Looks So Perfect","5 Seconds of Summer","5 Seconds Of Summer","My playlist :)","Playlist","GBUM71400377","5cPO2j2p9Myq77YQVwWyrN"
"My Eyes","The Lumineers","Cleopatra","My playlist :)","Playlist","USDMG1673810","152gojU2OybLt7D4mOdpSJ"
"Geronimo","So You Say","I'm Too Sexy to Be Single","My playlist :)","Playlist","uscgj1571491","64AxL9enXcTGTTbD4bytlx"
"Lay Me Down","Sam Smith","In The Lonely Hour (Drowning Shadows Edition)","My playlist :)","Playlist","GBUM71500850","64GRDrL1efgXclrhVCeuA0"
"Hold Back The River","James Bay","Chaos And The Calm","My playlist :)","Playlist","USUM71413733","1KZyVnyptQcPzkx7ELCnZC"
"Out of My League","Fitz and The Tantrums","More Than Just a Dream","My playlist :)","Playlist","USAT21300149","2Z5wXgysowvzl0nKGNGU0t"
"Hurts So Good","Astrid S","Astrid S","My playlist :)","Playlist","NOUM71600843","46ydq5g3k17iLJs3qMDvO6"
"Heal","Tom Odell","Long Way Down (Deluxe)","My playlist :)","Playlist","GBARL1202014","4KlL5Bwlm4yHYxr0B2rHci"
"Sexy Drug","Falling In Reverse","Just Like You (Deluxe Edition)","My playlist :)","Playlist","USEP41429003","4TncWhCfACwaIU8hllz8SQ"
"Misery","Maroon 5","Hands All Over (Revised International Standard version)","My playlist :)","Playlist","USUM71015280","0RZyUsKfiC7MtiGKatCtGc"
"REESES PUFFS!","IFN Akai","REESES PUFFS!","My playlist :)","Playlist","QZDA52134738","1kLPRR11PcugYH5a6uhLsH"
"Cpr","cupcakKe","Queen Elizabitch","My playlist :)","Playlist","TCACZ1762108","35mBYyB61qTcGGj7MXIRM1"
"Confident","Justin Bieber","Journals","My playlist :)","Playlist","USUM71319306","5Isz0twJeFdduOQEFQLezv"
"I Feel Like I'm Drowning","Two Feet","A 20 Something Fuck","My playlist :)","Playlist","USUM71709320","3aauaXWRgwCMoykMbI0Jq1"
"Often","The Weeknd","Beauty Behind The Madness","My playlist :)","Playlist","USUG11401323","4PhsKqMdgMEUSstTDAmMpg"
"I Kissed A Girl","Katy Perry","One Of The Boys","My playlist :)","Playlist","USCA20801738","14iN3o8ptQ8cFVZTEmyQRV"
"Can't Feel My Face","The Weeknd","Beauty Behind The Madness","My playlist :)","Playlist","USUG11500741","22VdIZQfgXJea34mQxlt81"
"Hoist the Colours","Colm R. McGuinness","Hoist the Colours","My playlist :)","Playlist","QZK6M2114185","2H0RTZvOwdFcpf8GWattYH"
"Heroes (we could be)","Alesso","Forever","My playlist :)","Playlist","USUM71411636","3zU9rdflI65tK4dkkNSp77"
"Hold On","Chord Overstreet","Hold On","My playlist :)","Playlist","USUM71615568","5vjLSffimiIP26QG5WcN2K"
"Kill the Director","The Wombats","Proudly Present... A Guide to Love, Loss & Desperation","My playlist :)","Playlist","GBFTG0300126","1tF1J2fK1F9iQ8UUD1Iai5"
"Wish You Were Sober","Conan Gray","Wish You Were Sober","My playlist :)","Playlist","USUM71924258","50JEoj7rigjIYJaPb0uMsZ"
"Symphony (feat. Zara Larsson) - Acoustic Version","Clean Bandit","Symphony (feat. Zara Larsson) [Acoustic]","My playlist :)","Playlist","GBAHS1700390","06R0AVKrZM91OJf1ubm80d"
"when the party's over","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","My playlist :)","Playlist","USUM71815958","43zdsphuZLzwA9k4DJhU0I"
"Problem","Ariana Grande","My Everything (Deluxe)","My playlist :)","Playlist","USUM71405403","7vS3Y0IKjde7Xg85LWIEdP"
"Into You","Ariana Grande","Dangerous Woman","My playlist :)","Playlist","USUM71601827","76FZM38RC8XaAjJ77CVTNe"
"Side To Side","Ariana Grande","Dangerous Woman","My playlist :)","Playlist","USUM71602107","44ONERBHALxftQNWq6dmyd"
"pov","Ariana Grande","Positions","My playlist :)","Playlist","USUM72020441","1bj8x3ERN9gSc2NfJIpc76"
"listen before i go","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","My playlist :)","Playlist","USUM71900772","0tMSssfxAL2oV8Vri0mFHE"
"my boy","Billie Eilish","dont smile at me (Expanded Edition)","My playlist :)","Playlist","USUM71707643","0FQhAHyHGsrbSHvDURmFPn"
"COPYCAT","Billie Eilish","dont smile at me","My playlist :)","Playlist","USUM71707478","5w7wuzMzsDer96KqxafeRK"
"Runaway","AURORA","Running With The Wolves","My playlist :)","Playlist","GBUM71500527","1WKOnYtM6HtzYvEJlSEIv5"
"The One That Got Away - Acoustic","Katy Perry","Teenage Dream: The Complete Confection","My playlist :)","Playlist","USCA21102868","5jx8tCxiO0uIbo2uNia23K"
"Overseas","D-Block Europe","Overseas","My playlist :)","Playlist","GB2DY2100828","1sd9z3eM2o0UADV0lVljeX"
"Last Friday Night (T.G.I.F.)","Katy Perry","Teenage Dream: The Complete Confection","My playlist :)","Playlist","USCA21001264","455AfCsOhhLPRc68sE01D8"
"Classic","MKTO","MKTO","My playlist :)","Playlist","USSM11301446","3BJm2KbylyJuzZjRUFXLBJ"
"Him & I (with Halsey)","G-Eazy","The Beautiful & Damned","My playlist :)","Playlist","USRC11701867","5k38wzpLb15YgncyWdTZE4"
"Dancing With Your Ghost","Sasha Alex Sloan","Dancing With Your Ghost","My playlist :)","Playlist","USRC11901644","1TQXIltqoZ5XXyfCbAeSQQ"
"Greatest Love of All","Whitney Houston","Whitney Houston","My playlist :)","Playlist","USAR18500139","6yJxCltgtmGxIgKOS6ndnu"
"Cheap Thrills","Sia","This Is Acting","My playlist :)","Playlist","USRC11502935","27SdWb2rFzO6GWiYDBTD9j"
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis","The Heist","My playlist :)","Playlist","GMM881200003","4YMqbFcDIFiCBd02PzUBcM"
"I'll Be There","Jess Glynne","I'll Be There","My playlist :)","Playlist","GBAHS1800322","083Qf6hn6sFL6xiOHlZUyn"
"Familiar","Liam Payne","Familiar","My playlist :)","Playlist","GBUM71800362","0Y4hwUppbGc8aIBmiTz30A"
"Youngblood","5 Seconds of Summer","Youngblood","My playlist :)","Playlist","GBUM71800366","55S2PQgSMYAhgoTCcGCDfw"
"One Kiss (with Dua Lipa)","Calvin Harris","One Kiss (with Dua Lipa)","My playlist :)","Playlist","GBARL1800368","7ef4DlsgrMEH11cDZd32M6"
"If You're Over Me","Olly Alexander (Years & Years)","If You're Over Me","My playlist :)","Playlist","GBUM71801455","01k24g94i1JvkFLQmVEdCd"
"Flames","David Guetta","Flames","My playlist :)","Playlist","GB28K1800010","33IOhptvC2Qoy2UhjiHXLV"
"Better Now","Post Malone","beerbongs & bentleys","My playlist :)","Playlist","USUM71805170","7dt6x5M1jzdTEt8oCbisTK"
"Bad Vibe","M.O","Bad Vibe","My playlist :)","Playlist","GBUM71706433","2aeKv96tpmi1T3ctpAZBqB"
"Jackie Chan","Tiësto","Jackie Chan","My playlist :)","Playlist","CYA111800123","4kWO6O1BUXcZmaxitpVUwp"
"First Time","M-22","First Time","My playlist :)","Playlist","GBSXS1700182","6VG5Vmv8UVmCo8RLUfLlQz"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","All Your Fault: Pt. 2","My playlist :)","Playlist","USWB11701181","7iDa6hUg2VgEL1o1HjmfBn"
"Love Lies","Khalid","Love Lies","My playlist :)","Playlist","USRC11703646","45Egmo7icyopuzJN0oMEdk"
"Ring Ring (feat. Mabel & Rich The Kid)","Jax Jones","Ring Ring","My playlist :)","Playlist","GBUM71802936","3pSfoP1xZllxEuZ6Oh6ebn"
"Only You (with Little Mix)","Cheat Codes","Only You (with Little Mix)","My playlist :)","Playlist","GBHMU1800034","54l9GJGQ1UCFKe2tzt1Vxt"
